AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1165016,YURI,DOG,WHITE,RED,ALASK MALAMUTE,NEUTERED,2017-02-20,7 YEARS,2024-08-26,HEALTHY,OWNER SUR,OTC,,,,,,,SAN JOSE,2024-09-28
A1165426,YOGI,DOG,RED,,COCKER SPAN,MALE,2019-06-12,5 YEARS,2024-07-26,MED R,STRAY,OTC,,2024-07-26,RTO,,,SIPPOLA WAY X FLORY WAY,SAN JOSE,2024-07-26
A1166098,ZION,DOG,SABLE,WHITE,PIT BULL,NEUTERED,2018-02-27,6 YEARS,2024-08-13,HEALTHY,STRAY,OTC,,2024-08-14,RTO,,HEALTHY,S WHITE RD / STORY RD,SAN JOSE,2024-08-14
A1176008,TOOTHLESS,DOG,BLACK,WHITE,GERM SHEPHERD,NEUTERED,2020-01-05,4 YEARS,2024-08-02,HEALTHY,STRAY,FIELD,,2024-08-08,ADOPTION,WALK IN,,S WHITE RD,SAN JOSE,2024-08-08
A1176902,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-24,MED SEV,STRAY,MEDVET,,2024-09-24,EUTH,U MED EMRG,MED SEV,3000 BLK VESUVIUS,SAN JOSE,2024-09-24
A1177643,KARMA,DOG,GRAY,WHITE,PIT BULL,SPAYED,2016-07-09,8 YEARS,2024-08-10,MED R,STRAY,OTC,,,,,,TULLY RD X LA RAGIONE AVE,SAN JOSE,2024-08-27
A1179274,KISKA,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2019-07-23,5 YEARS,2024-07-11,MED R,STRAY,OTC,,2024-08-12,ADOPTION,WALK IN,HEALTHY,PALM BEACH WAY,SAN JOSE,2024-08-12
A1180887,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-25,MED SEV,STRAY,OTC,,2024-07-25,EUTH,U MED SEV,MED SEV,3100 BLOCK VESUVIUS LN X MAUNA KEA LN,SAN JOSE,2024-07-25
A1181599,,CAT,BLACK,BLACK,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-24,DEAD,DISPO REQ,OTC,,2024-08-24,DISPOSAL,,DEAD,RUGE AVE/MOORBROOK DR,SAN JOSE,2024-08-24
A1183002,KENNITA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2015-08-23,9 YEARS,2024-07-03,HEALTHY,STRAY,OTC,,2024-07-03,RTO,,HEALTHY,LANAI AVE X WAVERLY AVE,SAN JOSE,2024-07-03
A1183562,ZENDAYA,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2014-10-04,9 YEARS,2024-08-25,DEAD,DISPO REQ,OTC,,2024-08-25,DISPOSAL,,DEAD,,SAN JOSE,2024-08-25
A1184086,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-08-14,DEAD,DISPO REQ,FIELD,,2024-08-14,DISPOSAL,,DEAD,4000 BLOCK AREZZO POINTE,SAN JOSE,2024-08-14
A1185208,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-11,DEAD,DISPO REQ,OTC,,2024-07-11,DISPOSAL,,DEAD,,SAN JOSE,2024-07-11
A1186051,JUNIOR,DOG,BRINDLE-BN,,PIT BULL,NEUTERED,2017-11-20,6 YEARS,2024-07-14,HEALTHY,STRAY,OTC,,2024-07-15,RTO,,HEALTHY,CAS DR/LOS ARBOLES,SAN JOSE,2024-07-15
A1191062,BUDDY,DOG,BROWN,,CHIHUAHUA SH,MALE,2015-10-22,8 YEARS,2024-07-29,HEALTHY,CONFISCATE,POLICE,,2024-07-30,RTO,,HEALTHY,,SAN JOSE,2024-07-31
A1191926,JAZZ,DOG,TAN,,PIT BULL,SPAYED,2017-12-26,6 YEARS,2024-08-21,BEH U,CONFISCATE,BITE,,,,U AGG BIU,BEH U,,MILPITAS,2024-09-23
A1193730,LOLA,DOG,BLACK,GRAY,SIBERIAN HUSKY,FEMALE,2019-09-04,5 YEARS,2024-09-03,MED R,STRAY,FIELD,,2024-09-04,RTO,WALK IN,MED R,4TH X E ST JOHN,SAN JOSE,2024-09-04
A1194628,NIKE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-06-11,13 YEARS,2024-08-25,HEALTHY,OWNER SUR,FIELD,,2024-09-01,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-01
A1194628,NIKE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2011-06-11,13 YEARS,2024-09-15,HEALTHY,RETURN,,,2024-09-20,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-20
A1195580,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,,NO AGE,2024-08-01,MED SEV,STRAY,OTC,,2024-08-01,EUTH,U MED SEV,MED SEV,OAKLAND RD X COMMERCIAL ST,SAN JOSE,2024-08-01
A1200385,TOASTEE,DOG,TAN,,CHIHUAHUA SH,MALE,2020-08-23,4 YEARS,2024-08-16,HEALTHY,STRAY,OTC,,2024-08-16,RTO,WALK IN,HEALTHY,BLOSSOM HILL RD/ WALTRIP LN,SAN JOSE,2024-08-16
A1200993,STORMY,CAT,BLACK,,DOMESTIC SH,MALE,2020-07-15,4 YEARS,2024-07-11,DEAD,DISPO REQ,FIELD,,2024-07-11,DISPOSAL,,DEAD,600 BLOCK BRIARCLIFF DR,SAN JOSE,2024-07-11
A1202419,BUTTER,DOG,WHITE,CREAM,TIBETAN TERR,MALE,,NO AGE,2024-07-21,HEALTHY,STRAY,OTC,,2024-07-21,TRANSFER,,HEALTHY,AMES AVE X MADDIES WAY,MILPITAS,2024-07-21
A1203646,LUNA,DOG,BRINDLE-BN,,PIT BULL,SPAYED,2019-06-07,5 YEARS,2024-07-05,DEAD,DISPO REQ,OTC,,2024-07-05,RTO,,DEAD,,SAN JOSE,2024-07-05
A1205047,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-06,DEAD,DISPO REQ,OTC,,2024-07-06,DISPOSAL,,DEAD,HAZELNUT LN / HOURET DR,MILPITAS,2024-07-06
A1206378,BERNIE,DOG,WHITE,RED,AMERICAN COCKER,NEUTERED,,NO AGE,2024-07-27,MED R,STRAY,OTC,,2024-07-27,RTO,,MED R,JACKSON ST/ N 10TH ST,SAN JOSE,2024-07-27
A1207872,,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-08,MED SEV,STRAY,FIELD,,2024-09-09,EUTH,U MED SEV,MED SEV,WALLY PLACE WAY / COLT WAY,SAN JOSE,2024-09-09
A1207873,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-30,DEAD,DISPO REQ,MEDVET,,2024-07-30,DISPOSAL,,DEAD,3600 BLOCK COLT WAY,SAN JOSE,2024-07-30
A1208403,SAGE ??,CAT,WHITE,BROWN,DOMESTIC LH,NEUTERED,2015-09-26,9 YEARS,2024-09-26,MED SEV,STRAY,MEDVET,,2024-09-27,EUTH,U MED SEV,MED SEV,SILVER TIP CT X BLUE SPRUCE,MILPITAS,2024-09-27
A1209807,LUNA,DOG,GRAY,TAN,PIT BULL,FEMALE,2021-02-15,3 YEARS,2024-08-31,BEH M,OWNER SUR,FIELD,,,,,,,SAN JOSE,2024-09-20
A1213545,SHADOW,DOG,WHITE,BLACK,SIBERIAN HUSKY,NEUTERED,2021-12-05,2 YEARS,2024-09-13,HEALTHY,RETURN,OTC,ALLERGIC,,,,,,SAN JOSE,2024-09-27
A1215580,OSO,DOG,BLACK,WHITE,ALASK MALAMUTE,MALE,2020-10-15,3 YEARS,2024-08-20,HEALTHY,OWNER SUR,OTC,,,,,,,SAN JOSE,2024-08-30
A1215963,,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-09-18,MED R,STRAY,OTC,,2024-09-20,EUTH,U MED SEV,MED SEV,FLEMING AVE X WARNER DR,SAN JOSE,2024-09-20
A1216909,BLUE,DOG,GRAY,,PIT BULL,MALE,2018-03-18,6 YEARS,2024-08-31,BEH M,OWNER SUR,FIELD,,,,,,,SAN JOSE,2024-09-25
A1222064,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-15,MED SEV,STRAY,OTC,,2024-08-15,EUTH,U MED SEV,MED SEV,SARASOTA WAY X LANAI AVE,SAN JOSE,2024-08-15
A1222085,KODA,DOG,BLACK,,LABRADOR RETR,MALE,2021-02-11,3 YEARS,2024-08-09,DEAD,DISPO REQ,FIELD,,2024-08-09,DISPOSAL,,DEAD,WHITE X TULLY,SAN JOSE,2024-08-09
A1223583,RUBY,DOG,RED,,CAVALIER SPAN,SPAYED,2021-03-16,3 YEARS,2024-08-18,DEAD,DISPO REQ,OTC OWNED,,2024-08-18,DISPOSAL,,DEAD,,SAN JOSE,2024-08-18
A1224837,,CAT,WHITE,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-30,MED R,STRAY,OTC,,2024-09-17,RTF,,FERAL,800 BLOCK PAULA ST,SAN JOSE,2024-09-17
A1225830,GORDON,DOG,BLACK,,DOBERMAN PINSCH,MALE,2020-01-30,4 YEARS,2024-07-21,BEH U,CONFISCATE,BITE,,2024-07-31,RTO,NOTICE,BEH U,,CUPERTINO,2024-08-05
A1226149,MUNECA,DOG,WHITE,,GERM SHEPHERD,SPAYED,2019-08-21,5 YEARS,2024-08-14,MED R,STRAY,OTC,,,,,,MCKEE RD X KING RD,SAN JOSE,2024-09-09
A1229266,MAMAS,DOG,BROWN,,CHIHUAHUA SH,SPAYED,2017-08-30,7 YEARS,2024-09-04,HEALTHY,STRAY,FIELD,,2024-09-13,ADOPTION,,HEALTHY,S 2ND ST / E REED ST,SAN JOSE,2024-09-13
A1229372,THOMAS,DOG,YELLOW,,GOLDEN RETR,MALE,,NO AGE,2024-09-26,MED R,STRAY,FIELD,,2024-09-26,RTO,,MED R,PIEDMONT RD. / YOSEMITE DR,MILPITAS,2024-09-26
A1229384,SKYLER,DOG,GRAY,,PIT BULL,MALE,2021-02-28,3 YEARS,2024-08-31,BEH R,OWNER SUR,FIELD,,,,,,,SAN JOSE,2024-09-25
A1229400,JELLY BEAN,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2021-02-01,3 YEARS,2024-07-16,MED R,STRAY,OTC,,2024-08-18,ADOPTION,FRIEND,MED R,S 4TH ST X E SAN SALVADOR ST,SAN JOSE,2024-08-18
A1235698,LUNA,DOG,WHITE,,SIBERIAN HUSKY,SPAYED,2018-10-30,5 YEARS,2024-08-21,MED R,STRAY,OTC,,2024-08-22,RTO,WALK IN,MED R,HOUNDSHAVEN WAY X SKYWAY DR,SAN JOSE,2024-08-22
A1235867,DAISY,DOG,TAN,WHITE,PIT BULL,SPAYED,2019-11-19,4 YEARS,2024-07-02,HEALTHY,FOSTER,,,2024-07-02,FOSTER,,,,SAN JOSE,2024-07-02
A1236803,SUGAR PLUM,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2012-11-07,11 YEARS,2024-08-04,DEAD,DISPO REQ,OTC,,2024-08-04,DISPOSAL,,DEAD,,SAN JOSE,2024-08-04
A1238659,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-09-25,MED SEV,STRAY,OTC,,2024-09-25,EUTH,U MED SEV,MED SEV,FAIRPLACE X FAIR AVE,SAN JOSE,2024-09-25
A1238970,TINY,CAT,TRICOLOR,,DOMESTIC SH,SPAYED,2020-08-29,4 YEARS,2024-08-08,HEALTHY,STRAY,OTC,,2024-09-01,ADOPTION,WALK IN,HEALTHY,KEEWAYDIN CT X LA TORRE AVE,SAN JOSE,2024-09-01
A1238970,TINY,CAT,TRICOLOR,,DOMESTIC SH,SPAYED,2020-08-29,4 YEARS,2024-09-04,HEALTHY,RETURN,OTC,AGG ANIMAL,,,,,,SAN JOSE,2024-09-11
A1240672,CERA,DOG,FAWN,,PIT BULL,FEMALE,2019-06-11,5 YEARS,2024-09-04,MED R,FOSTER,,,2024-09-14,FOSTER,,MED R,,SAN JOSE,2024-09-14
A1240672,CERA,DOG,FAWN,,PIT BULL,FEMALE,2019-06-11,5 YEARS,2024-07-09,MED R,FOSTER,,,2024-08-12,FOSTER,,HEALTHY,3300 BLOCK MT WILSON DR,SAN JOSE,2024-08-12
A1240674,ATHENA,DOG,BROWN,,PIT BULL,SPAYED,2016-06-11,8 YEARS,2024-07-01,MED R,OWNER SUR,FIELD,,,,,,,SAN JOSE,2024-09-23
A1240675,MASON,DOG,GRAY,WHITE,PIT BULL,MALE,2016-06-11,8 YEARS,2024-07-01,MED R,OWNER SUR,FIELD,,,,,,,SAN JOSE,2024-09-10
A1243811,SKY,DOG,BRINDLE-BN,WHITE,PIT BULL,SPAYED,2021-02-18,3 YEARS,2024-09-22,HEALTHY,CONFISCATE,POLICE,,,,,,,SAN JOSE,2024-09-25
A1243811,SKY,DOG,BRINDLE-BN,WHITE,PIT BULL,SPAYED,2021-02-18,3 YEARS,2024-08-29,MED R,STRAY,OTC,,2024-09-06,RTO,WALK IN,HEALTHY,MONTEREY RD,SAN JOSE,2024-09-06
A1248712,MARTY,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2021-11-10,2 YEARS,2024-08-21,DEAD,DISPO REQ,OTC OWNED,,2024-08-21,DISPOSAL,,DEAD,,SAN JOSE,2024-08-21
A1249404,LOUIE,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2016-03-22,8 YEARS,2024-07-23,HEALTHY,OWNER SUR,OTC,,2024-08-29,ADOPTION,,HEALTHY,,OUT OF COUNTY,2024-08-29
A1251450,FRENCHIE,CAT,GRAY,,DOMESTIC MH,NEUTERED,2021-03-27,3 YEARS,2024-09-15,MED R,OWNER SUR,,,2024-09-28,ADOPTION,WALK IN,,,SAN JOSE,2024-09-28
A1251450,FRENCHIE,CAT,GRAY,,DOMESTIC MH,NEUTERED,2021-03-27,3 YEARS,2024-09-08,MED R,STRAY,OTC,,2024-09-15,RTO,,MED R,VISTA MONTANA X W TASMAN DR,SAN JOSE,2024-09-15
A1255727,ROCCO,DOG,BROWN,BLACK,ROTTWEILER,MALE,2021-09-24,3 YEARS,2024-09-15,BEH M,OWNER SUR,FIELD,LANDLORD,,,,,,SAN JOSE,2024-09-24
A1259426,PINOCHO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2022-03-16,2 YEARS,2024-07-24,FERAL,S/N CLINIC,,,2024-07-24,RTF,,FERAL,,SAN JOSE,2024-07-24
A1259426,PINOCHO,CAT,BLACK,,DOMESTIC SH,NEUTERED,2022-03-16,2 YEARS,2024-07-24,FERAL,STRAY,,,2024-07-24,RTO,WALK IN,HEALTHY,SIERRA RD,SAN JOSE,2024-07-24
A1261622,WOOLEY,DOG,GRAY,BLACK,SCHNAUZER MIN,NEUTERED,2019-06-17,5 YEARS,2024-07-16,MED R,STRAY,OTC,,2024-07-27,ADOPTION,WALK IN,HEALTHY,S 4TH ST X E SAN SALVADOR ST,SAN JOSE,2024-07-27
A1262134,,CAT,GRAY,,DOMESTIC SH,NEUTERED,,NO AGE,2024-08-15,MED R,STRAY,OTC,,2024-08-24,RTF,,FERAL,CRUCERO DR X CRUCERO DR,SAN JOSE,2024-08-24
A1262901,OPIE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2022-04-28,2 YEARS,2024-07-20,MED R,OWNER SUR,OTC,,2024-09-03,ADOPTION,WALK IN,MED R,,SAN JOSE,2024-09-03
A1263459,WARREN,DOG,BLACK,WHITE,BORDER COLLIE,NEUTERED,,NO AGE,2024-08-22,MED R,STRAY,OTC,,2024-08-22,RTO,,HEALTHY,GROSSMONT DR,SAN JOSE,2024-08-22
A1264381,LADY,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2022-02-07,2 YEARS,2024-07-03,FERAL,S/N CLINIC,,,2024-08-21,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-21
A1268412,ELSA,DOG,WHITE,,POODLE TOY,FEMALE,,NO AGE,2024-07-13,DEAD,DISPO REQ,OTC,,2024-07-13,DISPOSAL,,DEAD,,SAN JOSE,2024-07-13
A1269710,TOGO,DOG,TAN,WHITE,SIBERIAN HUSKY,SPAYED,2020-08-25,4 YEARS,2024-09-27,HEALTHY,FOSTER,,,2024-09-27,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-27
A1270343,CHOUPETTE,OTHER,BLACK,,REX,SPAYED,2022-03-06,2 YEARS,2024-07-13,HEALTHY,FOSTER,,,2024-07-13,ADOPTION,,HEALTHY,,,2024-07-13
A1271498,SETH,DOG,BROWN,,BORDER COLLIE,MALE,2023-04-04,1 YEAR 5 MONTHS,2024-09-03,HEALTHY,STRAY,FIELD,,2024-09-05,RTO,WEBSITE,HEALTHY,N MILPITAS BLVD X MIDWICK DR,MILPITAS,2024-09-05
A1272969,DAYDREAMER,DOG,BLACK,WHITE,AM PIT BULL TER,SPAYED,2020-08-30,4 YEARS,2024-08-28,HEALTHY,CONFISCATE,POLICE,,2024-09-04,RTO,,HEALTHY,,SAN JOSE,2024-09-04
A1274429,TONKATSU JOJO RAMEN,CAT,UNKNOWN,,TURKISH VAN,NEUTERED,,NO AGE,2024-07-07,DEAD,DISPO REQ,FIELD OWN,,,,,,,SAN JOSE,2024-07-07
A1275556,BABY,DOG,BROWN,,POODLE MIN,MALE,2022-03-01,2 YEARS,2024-09-28,MED R,STRAY,OTC,,,,,,QUIMBY RD/TULLY RD,SAN JOSE,2024-09-28
A1275924,PUMKIN SPICE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2022-08-17,2 YEARS,2024-08-03,DEAD,DISPO REQ,OTC OWNED,,2024-08-03,DISPOSAL,,DEAD,,SAN JOSE,2024-08-03
A1276050,DUKE,DOG,BROWN,,BELG MALINOIS,MALE,,NO AGE,2024-08-14,MED R,STRAY,OTC,,2024-08-14,RTO,WALK IN,HEALTHY,KAMMERER AVE X DOBERN AVE,SAN JOSE,2024-08-14
A1278211,LADY,DOG,BLACK,WHITE,BORDER COLLIE,SPAYED,2019-08-16,5 YEARS,2024-08-06,MED R,STRAY,OTC,,2024-08-20,ADOPTION,WALK IN,HEALTHY,S WHITE RD X TULLY RD,SAN JOSE,2024-08-20
A1279814,WOODIE,DOG,TAN,BLACK,GERM SHEPHERD,MALE,2020-11-12,3 YEARS,2024-09-03,MED R,STRAY,OTC,,2024-09-04,RTO,,MED R,HWY 280,SAN JOSE,2024-09-04
A1281190,PUCCA,DOG,BROWN,,CHIHUAHUA SH,FEMALE,2022-05-30,2 YEARS,2024-09-13,HEALTHY,STRAY,OTC,,2024-09-13,RTO,,,SOUTHSIDE DR/HAGA DR,SAN JOSE,2024-09-13
A1282280,ROSIE,DOG,BLACK,TAN,GERM SHEPHERD,SPAYED,2020-12-13,3 YEARS,2024-08-15,BEH U,EUTH REQ,OTC OWNED,,2024-08-22,RTO,,BEH U,,SAN JOSE,2024-08-26
A1282806,CANELO,DOG,BLACK,WHITE,ALASK MALAMUTE,NEUTERED,2022-08-18,2 YEARS,2024-09-08,HEALTHY,STRAY,MEDVET,,2024-09-11,RTO,SURRENDER,HEALTHY,PRINCESS ANN / FRUITVALE,SAN JOSE,2024-09-11
A1282806,CANELO,DOG,BLACK,WHITE,ALASK MALAMUTE,NEUTERED,2022-08-18,2 YEARS,2024-09-11,HEALTHY,OWNER SUR,OTC,,,,,,,SAN JOSE,2024-09-11
A1283506,FREA,DOG,BLACK,TAN,SIBERIAN HUSKY,FEMALE,2023-09-28,1 YEAR,2024-09-28,HEALTHY,STRAY,OTC,,2024-09-28,RTO,WALK IN,HEALTHY,LEWIS RD/GARDEN AVE,SAN JOSE,2024-09-28
A1284337,OSO,DOG,BLACK,WHITE,CANE CORSO,MALE,2021-12-30,2 YEARS,2024-08-17,HEALTHY,STRAY,OTC,,2024-08-18,RTO,,HEALTHY,N 14TH ST/WASHINGTON ST,SAN JOSE,2024-08-18
A1284504,DIAMOND,DOG,BLACK,WHITE,SIBERIAN HUSKY,FEMALE,,NO AGE,2024-08-29,HEALTHY,STRAY,OTC,,2024-08-31,RTO,,HEALTHY,LAWRENCE EXPY,SANTA CLARA,2024-08-31
A1285252,ROO,DOG,BLACK,WHITE,AMERICAN STAFF,SPAYED,2022-01-11,2 YEARS,2024-07-03,HEALTHY,FOSTER,,TRAVEL,2024-08-06,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-06
A1286048,ELLO,DOG,BROWN,,AUST CATTLE DOG,NEUTERED,2021-05-09,3 YEARS,2024-07-01,HEALTHY,STRAY,OTC,,2024-07-02,RTO,,,PALMIA DR/COTTLE RD,SAN JOSE,2024-07-02
A1286493,PICKLES,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-07-13,MED R,STRAY,OTC,,2024-07-18,RTO,,MED R,QUINN AVE X WILL WOOL DR,SAN JOSE,2024-07-18
A1286887,JINX,CAT,BLUE,CHOCOLATE,SIAMESE,NEUTERED,2022-08-22,2 YEARS,2024-07-11,MED SEV,FOSTER,MEDVET,,2024-08-04,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-04
A1286887,JINX,CAT,BLUE,CHOCOLATE,SIAMESE,NEUTERED,2022-08-22,2 YEARS,2024-07-03,MED SEV,EUTH REQ,OTC OWNED,,2024-07-07,FOSTER,,,,SAN JOSE,2024-07-07
A1287846,CHICA,DOG,TAN,,GERM SHEPHERD,FEMALE,2022-09-10,2 YEARS,2024-09-16,BEH U,OWNER SUR,OTC,,,,,,,SAN JOSE,2024-09-16
A1287960,LEO,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2022-06-05,2 YEARS,2024-07-17,BEH M,RETURN,OTC,,2024-08-25,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-25
A1289272,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-24,MED R,STRAY,OTC,,2024-07-24,EUTH,U MED SEV,MED SEV,HELLYER AVE X SENTER RD,SAN JOSE,2024-07-24
A1289279,TOBY,DOG,TAN,BLACK,PUG,MALE,2022-02-16,2 YEARS,2024-08-04,HEALTHY,STRAY,OTC,,2024-08-12,RESCUE,TRICOUNTY,,MCLAUGHLIN AVE / STORY RD,SAN JOSE,2024-08-12
A1289850,SUGAR BABY,CAT,TABBY-BRN,,DOMESTIC LH,MALE,,NO AGE,2024-09-08,DEAD,DISPO REQ,OTC,,,,,,MONTEREY RD X BERNAL RD,SAN JOSE,2024-09-08
A1290184,SKIPPER,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2020-02-22,4 YEARS,2024-09-07,HEALTHY,FOSTER,,,2024-09-07,ADOPTION,,HEALTHY,,,2024-09-07
A1291060,VADER,DOG,BLACK,,FRENCH BULLDOG,MALE,2022-05-29,2 YEARS,2024-07-03,DEAD,DISPO REQ,OTC OWNED,,2024-07-03,DISPOSAL,,DEAD,,SAN JOSE,2024-07-03
A1292030,ROCKY,DOG,MERLE-BLUE,,FRENCH BULLDOG,NEUTERED,2021-09-08,3 YEARS,2024-07-01,HEALTHY,STRAY,OTC,,2024-07-01,RTO,,HEALTHY,SENTER/HELLYER,SAN JOSE,2024-07-01
A1292562,SADIE,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2022-09-03,2 YEARS,2024-07-18,MED R,STRAY,OTC,,2024-07-19,RTO,WALK IN,MED R,,SAN JOSE,2024-07-19
A1292562,SADIE,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2022-09-03,2 YEARS,2024-09-01,MED R,STRAY,OTC,,2024-09-10,RTO,,HEALTHY,NEWHALL DR X COLEMAN AVE,SAN JOSE,2024-09-10
A1292562,SADIE,DOG,BLACK,BROWN,GERM SHEPHERD,FEMALE,2022-09-03,2 YEARS,2024-09-15,MED R,STRAY,MEDVET,,,,,,NEWHALL X COLEMAN,SAN JOSE,2024-09-28
A1293010,BADAMJOON,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-02-10,1 YEAR 7 MONTHS,2024-07-02,HEALTHY,CONFISCATE,ASO,,2024-08-17,ADOPTION,WALK IN,,,SAN JOSE,2024-08-17
A1293013,AZADI,CAT,BLACK,,DOMESTIC SH,NEUTERED,2023-02-10,1 YEAR 7 MONTHS,2024-07-02,HEALTHY,CONFISCATE,ASO,,2024-08-22,RESCUE,KARMA CAT,HEALTHY,,SAN JOSE,2024-08-22
A1294313,BUDDY,DOG,BROWN,,DACHSHUND LH,MALE,2022-10-07,1 YEAR 11 MONTHS,2024-08-06,MED R,STRAY,OTC,,2024-08-23,FOSTER,,HEALTHY,MONTEREY RD X SENTER RD,SAN JOSE,2024-09-06
A1294313,BUDDY,DOG,BROWN,,DACHSHUND LH,MALE,2022-10-07,1 YEAR 11 MONTHS,2024-09-06,HEALTHY,FOSTER,,,,,,,,CUPERTINO,2024-09-11
A1294502,SAGE,DOG,FAWN,,PUG,SPAYED,2022-10-14,1 YEAR 11 MONTHS,2024-07-02,HEALTHY,CONFISCATE,POLICE,,2024-07-09,RTO,,HEALTHY,,SAN JOSE,2024-07-09
A1294982,HARLEY,DOG,BLACK,,LABRADOR RETR,SPAYED,2021-02-18,3 YEARS,2024-08-06,HEALTHY,STRAY,OTC,,2024-08-06,RTO,,HEALTHY,RAVENS PL WAY X DEANS PL WAY,SAN JOSE,2024-08-06
A1295617,,CAT,BLACK,,DOMESTIC MH,NEUTERED,2017-09-11,7 YEARS,2024-09-11,MED SEV,STRAY,OTC,,2024-09-11,EUTH,U MED SEV,MED SEV,TOKAY WAY X MT PLEASANT RD,SAN JOSE,2024-09-11
A1296171,SABINE,CAT,WHITE,,DOMESTIC SH,SPAYED,2021-04-24,3 YEARS,2024-08-22,MED R,STRAY,OTC,,2024-08-27,RTF,,MED R,ARCHER ST,SAN JOSE,2024-08-27
A1297244,DOLLY,DOG,BLACK,GRAY,PIT BULL,SPAYED,2019-05-31,5 YEARS,2024-09-28,HEALTHY,STRAY,FIELD,IP ADOPT,,,,,GOLF DRIVE / TOYON AVE.,SAN JOSE,2024-09-28
A1298795,PARVO,DOG,WHITE,BROWN,CHIHUAHUA SH,MALE,2023-01-05,1 YEAR 8 MONTHS,2024-07-04,HEALTHY,CONFISCATE,ASO,,2024-07-15,TRANSFER,HSSV,HEALTHY,,SAN JOSE,2024-07-18
A1298992,RUNTY,DOG,BLACK,WHITE,PIT BULL,SPAYED,2021-03-28,3 YEARS,2024-08-20,HEALTHY,FOSTER,,,2024-08-20,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-20
A1298993,ACE,DOG,BLACK,WHITE,PIT BULL,NEUTERED,2022-08-24,2 YEARS,2024-08-19,HEALTHY,OWNER SUR,OTC,LANDLORD,2024-09-13,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-09-13
A1299238,DIVA,DOG,WHITE,BRINDLE-BN,PIT BULL,FEMALE,,NO AGE,2024-09-22,MED R,STRAY,OTC,,,,,,MONTEREY RD,SAN JOSE,2024-09-23
A1300193,MYSTIC,DOG,BROWN,WHITE,STAFFORDSHIRE,FEMALE,,NO AGE,2024-08-28,HEALTHY,STRAY,FIELD,,2024-08-28,RTO,,BEH U,3000 BLOCK MONTEREY RD,SAN JOSE,2024-08-28
A1301213,BANANARAMA,CAT,WHITE,,DOMESTIC SH,SPAYED,2023-05-09,1 YEAR 4 MONTHS,2024-07-08,NURSING,FOSTER,,,2024-07-08,ADOPTION,,HEALTHY,,OUT OF COUNTY,2024-07-08
